Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,917835,-,-,-,32.85,-86.94,-6,142,-6,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2004,1,1,0,30,0,0,0,0,0.12,1010,2,155,0.9,,,,,,
2004,1,1,1,30,0,0,0,0,0.12,1010,2,154,1,,,,,,
2004,1,1,2,30,0,0,0,0,0.12,1010,2,161,1,,,,,,
2004,1,1,3,30,0,0,0,0,0.12,1010,1,152,0.9,,,,,,
2004,1,1,4,30,0,0,0,0,0.12,1010,1,132,0.8,,,,,,
2004,1,1,5,30,0,0,0,0,0.12,1010,1,127,0.6000000000000001,,,,,,
2004,1,1,6,30,0,0,0,0,0.12,1010,2,129,0.30000000000000004,,,,,,
2004,1,1,7,30,1,39,152,56,0.12,1010,4,131,0.1,,,,,,
2004,1,1,8,30,2,58,723,262,0.12,1010,8,132,0.1,,,,,,
2004,1,1,9,30,3,72,832,420,0.12,1010,11,132,0.1,,,,,,
2004,1,1,10,30,4,82,874,530,0.12,1010,14,152,0.1,,,,,,
2004,1,1,11,30,4,88,883,581,0.12,1010,15,169,0.1,,,,,,
2004,1,1,12,30,5,144,653,503,0.12,1010,16,170,0.1,,,,,,
2004,1,1,13,30,6,149,563,425,0.12,1010,16,172,0.1,,,,,,
2004,1,1,14,30,8,160,214,242,0.12,1010,15,176,0.1,,,,,,
2004,1,1,15,30,11,85,12,88,0.12,1010,12,171,0.2,,,,,,
2004,1,1,16,30,9,15,0,15,0.12,1010,10,163,0.2,,,,,,
2004,1,1,17,30,7,0,0,0,0.12,1010,9,159,0.1,,,,,,
2004,1,1,18,30,7,0,0,0,0.12,1010,9,157,0.1,,,,,,
2004,1,1,19,30,7,0,0,0,0.12,1010,8,162,0.1,,,,,,
2004,1,1,20,30,7,0,0,0,0.12,1010,8,171,0.1,,,,,,
2004,1,1,21,30,7,0,0,0,0.12,1010,8,177,0.1,,,,,,
2004,1,1,22,30,7,0,0,0,0.12,1000,8,179,0.1,,,,,,
2004,1,1,23,30,7,0,0,0,0.12,1000,8,177,0.1,,,,,,
2004,1,2,0,30,8,0,0,0,0.12,1000,8,173,0.1,,,,,,
2004,1,2,1,30,8,0,0,0,0.12,1000,8,166,0.1,,,,,,
2004,1,2,2,30,8,0,0,0,0.12,1000,8,164,0.1,,,,,,
2004,1,2,3,30,8,0,0,0,0.12,1000,8,165,0.1,,,,,,
2004,1,2,4,30,8,0,0,0,0.12,1000,8,165,0.1,,,,,,
2004,1,2,5,30,8,0,0,0,0.12,1000,8,167,0.1,,,,,,
2004,1,2,6,30,8,0,0,0,0.12,1000,8,167,0.1,,,,,,
2004,1,2,7,30,9,6,0,6,0.12,1000,10,166,0.1,,,,,,
2004,1,2,8,30,10,80,0,80,0.12,1000,12,164,0.1,,,,,,
2004,1,2,9,30,11,64,0,64,0.12,1000,13,158,0.1,,,,,,
2004,1,2,10,30,12,170,3,172,0.12,1000,14,165,0.1,,,,,,
2004,1,2,11,30,14,190,8,195,0.12,1000,15,170,0.1,,,,,,
2004,1,2,12,30,14,242,63,277,0.12,1000,16,170,0.1,,,,,,
2004,1,2,13,30,15,135,0,135,0.12,1000,16,164,0.1,,,,,,
2004,1,2,14,30,16,154,38,169,0.12,1000,16,158,0.1,,,,,,
2004,1,2,15,30,15,64,532,191,0.12,1000,15,158,0.1,,,,,,
2004,1,2,16,30,14,23,163,33,0.12,1000,14,167,0.1,,,,,,
